,sentence1,sentence21,sentence22,pronoun,referent1,wrong_referent1,referent2,wrong_referent2
21108,The sniper took out the terrorist,He was a brutal arms smuggler,He was a brutal dictator,He,terrorist,sniper,terrorist,sniper
21109,The storm overwhelmed the international flight,It was headed for Europe,It was causing flash floods,It,flight,storm,storm,flight
21110,The sailors escaped from the boats,They were not being careful,They were trying to survive,They,sailors,boats,sailors,boats
21111,The imaginative students read over the ancient books,They were entertaining,They were developing their understanding,They,books,students,students,books
21112,The sniper took down the terrorist,He was a precise sharpshooter,He was a ruthless war criminal,He,sniper,terrorist,terrorist,sniper
21113,The sniper assassinated the terrorist,He was a notorious insurgent,He was a accurate killer,He,terrorist,sniper,sniper,terrorist
21114,The winning sniper targeted the terrorist,He was a top assassin,He was a talented shooter,He,sniper,terrorist,sniper,terrorist
21115,The sniper killed the terrorist,He was a ruthless arms dealer,He was a dangerous warmonger,He,terrorist,sniper,terrorist,sniper
21116,The colorful birds reached the seeds,They were relentless,They were trying new things,They,birds,seeds,birds,seeds
21117,The sniper executed the terrorist,He was a notorious militant,He was a brutal drug lord,He,terrorist,sniper,terrorist,sniper
21118,The storm caused the scheduled flight,It was putting lives in peril,It was putting travelers in danger,It,storm,flight,storm,flight
21119,The winning sniper fired the notorious terrorist,He was a barbaric cyber criminal,He was a bad killer,He,terrorist,sniper,terrorist,sniper
21120,The sniper targeted the terrorist,He was a resourceful marksman,He was a dangerous combatant,He,sniper,terrorist,terrorist,sniper
21121,The birds discovered the seeds,They were searching for food,They were sweet,They,birds,seeds,seeds,birds
21122,The sniper neutralized the terrorist,He was a resourceful shooter,He was a ruthless arms smuggler,He,sniper,terrorist,terrorist,sniper
21123,The winning sniper executed the terrorist,He was a veteran marksman,He was a brutal killer,He,sniper,terrorist,terrorist,sniper
21124,The sniper took out the terrorist,He was a ruthless assassin,He was a dangerous cyber criminal,He,terrorist,sniper,terrorist,sniper
21125,The accurate sniper neutralized the terrorist,He was a talented shooter,He was a dangerous criminal,He,sniper,terrorist,terrorist,sniper
21126,The winning sniper assassinated the terrorist,He was a successful assassin,He was a top sharpshooter,He,sniper,terrorist,sniper,terrorist
21127,The sniper took out the terrorist,He was a ruthless bomber,He was a notorious arms smuggler,He,terrorist,sniper,terrorist,sniper
21128,The sniper fired the terrorist,He was a brutal bomber,He was a accurate marksman,He,terrorist,sniper,sniper,terrorist
21129,The sniper killed the terrorist,He was a ruthless killer,He was a ruthless warlord,He,terrorist,sniper,terrorist,sniper
21130,The irresponsible sailors threw themselves off the boats,They were capsizing,They were falling apart,They,boats,sailors,boats,sailors
21131,The storm frightened the commercial flight,It was carrying essential supplies,It was causing flash floods,It,flight,storm,storm,flight
21132,The sniper took down the terrorist,He was a brutal human trafficker,He was a brutal insurgent,He,terrorist,sniper,terrorist,sniper
21133,The sniper targeted the terrorist,He was a ruthless launderer,He was a notorious bomber,He,terrorist,sniper,terrorist,sniper
21134,The winning sniper neutralized the terrorist,He was a veteran marksman,He was a veteran assassin,He,sniper,terrorist,sniper,terrorist
21135,The heart pumped blood that supported life,It was a cleansing fluid,It was a organ-supporting liquid,It,blood,heart,blood,heart
21136,The sniper took out the terrorist,He was a notorious drug lord,He was a brutal human trafficker,He,terrorist,sniper,terrorist,sniper
21137,The sailors bailed out of the boats,They were breaking down,They were braving the elements,They,boats,sailors,sailors,boats
21138,The storm destroyed the morning flight,It was putting travelers in danger,It was making road conditions hazardous,It,storm,flight,storm,flight
21139,The sniper neutralized the terrorist,He was a notorious extremist,He was a resourceful marksman,He,terrorist,sniper,sniper,terrorist
21140,The precise sniper took down the terrorist,He was a veteran marksman,He was a top sharpshooter,He,sniper,terrorist,sniper,terrorist
21141,The sniper targeted the terrorist,He was a brutal combatant,He was a notorious criminal,He,terrorist,sniper,terrorist,sniper
21142,The students learned from the books,They were difficult to understand,They were setting their goals,They,books,students,students,books
21143,The winning sniper took aim the terrorist,He was a dangerous human trafficker,He was a top killer,He,terrorist,sniper,sniper,terrorist
21144,The sniper neutralized the terrorist,He was a dangerous human rights abuser,He was a ruthless bomber,He,terrorist,sniper,terrorist,sniper
21145,The resourceful sniper took aim the terrorist,He was a top sharpshooter,He was a talented marksman,He,sniper,terrorist,sniper,terrorist
21146,The sniper neutralized the terrorist,He was a ruthless human rights violator,He was a ruthless warlord,He,terrorist,sniper,terrorist,sniper
21147,The sniper eliminated the terrorist,He was a ruthless arms dealer,He was a notorious money launderer,He,terrorist,sniper,terrorist,sniper
21148,The precise sniper took aim the terrorist,He was a veteran marksman,He was a brutal cyber criminal,He,sniper,terrorist,terrorist,sniper
21149,The sniper took aim the terrorist,He was a dangerous killer,He was a accurate marksman,He,terrorist,sniper,sniper,terrorist
21150,The sniper assassinated the terrorist,He was a brutal human rights violator,He was a notorious bomber,He,terrorist,sniper,terrorist,sniper
21151,The sniper took down the terrorist,He was a accurate killer,He was a ruthless dealer,He,sniper,terrorist,terrorist,sniper
21152,The students analyzed the books,They were seeking understanding,They were planning their next trip,They,students,books,students,books
21153,The proactive people held a sit-in against the government,They were making their presence known,They were bribing officials,They,people,government,government,people
21154,The sniper neutralized the terrorist,He was a precise marksman,He was a resourceful shooter,He,sniper,terrorist,sniper,terrorist
21155,The storm overwhelmed the morning flight,It was bringing high winds,It was carrying important documents,It,storm,flight,flight,storm
21156,The sniper eliminated the terrorist,He was a ruthless war criminal,He was a ruthless human trafficker,He,terrorist,sniper,terrorist,sniper
21157,The sailors jumped from the boats,They were not seaworthy,They were lacking necessary supplies,They,boats,sailors,boats,sailors
21158,The sniper assassinated the terrorist,He was a brutal combatant,He was a precise marksman,He,terrorist,sniper,sniper,terrorist
21159,The storm interrupted the international flight,It was producing tornadoes,It was putting lives in peril,It,storm,flight,storm,flight
21160,The sniper executed the terrorist,He was a notorious militant,He was a notorious bomb maker,He,terrorist,sniper,terrorist,sniper
21161,The heart drove blood with unwavering attention,It was a sturdy organ,It was a indomitable organ,It,heart,blood,heart,blood
21162,The quick-witted birds reached the seeds,They were juicy and tender,They were rich and indulgent,They,seeds,birds,seeds,birds
21163,The sniper took down the terrorist,He was a winning sharpshooter,He was a resourceful marksman,He,sniper,terrorist,sniper,terrorist
21164,The people marched in solidarity against the government,They were fighting for equality,They were fighting for their future,They,people,government,people,government
21165,The sniper executed the terrorist,He was a brutal warlord,He was a resourceful assassin,He,terrorist,sniper,sniper,terrorist
21166,The winning sniper assassinated the terrorist,He was a successful assassin,He was a notorious war criminal,He,sniper,terrorist,terrorist,sniper
21167,The sniper fired the terrorist,He was a precise sharpshooter,He was a resourceful killer,He,sniper,terrorist,sniper,terrorist
21168,The sniper targeted the terrorist,He was a dangerous killer,He was a accurate sharpshooter,He,terrorist,sniper,sniper,terrorist
21169,The determined students read the ancient books,They were well-written,They were written by experts,They,books,students,books,students
21170,The sniper executed the terrorist,He was a notorious arms dealer,He was a brutal human rights violator,He,terrorist,sniper,terrorist,sniper
21171,The storm frightened the commercial flight,It was carrying essential supplies,It was bringing high winds,It,flight,storm,storm,flight
21172,The veteran sailors sprang from the boats,They were not safe,They were falling apart,They,boats,sailors,boats,sailors
21173,The quick heart moved blood with great force,It was a rhythmic organ,It was a harmonious organ,It,heart,blood,heart,blood
21174,The resourceful sniper assassinated the terrorist,He was a successful sharpshooter,He was a veteran shooter,He,sniper,terrorist,sniper,terrorist
21175,The sniper executed the terrorist,He was a ruthless dictator,He was a notorious insurgent,He,terrorist,sniper,terrorist,sniper
21176,The sniper targeted the terrorist,He was a precise marksman,He was a brutal insurgent,He,sniper,terrorist,terrorist,sniper
21177,The sniper targeted the terrorist,He was a dangerous human rights violator,He was a brutal extremist,He,terrorist,sniper,terrorist,sniper
21178,The people took to the street against the government,They were not backing down,They were risking their safety,They,people,government,people,government
21179,The bee buzzed the flower,It was attracting many pollinators,It was offering nectar,It,flower,bee,flower,bee
21180,The sniper took aim the terrorist,He was a brutal murderer,He was a dangerous extremist,He,terrorist,sniper,terrorist,sniper
21181,The sniper eliminated the terrorist,He was a resourceful marksman,He was a ruthless dealer,He,sniper,terrorist,terrorist,sniper
21182,The sailors leaped off the boats,They were navigating poorly,They were trying to survive,They,sailors,boats,sailors,boats
21183,The sniper killed the terrorist,He was a brutal drug lord,He was a dangerous human rights abuser,He,terrorist,sniper,terrorist,sniper
